Date,User ID,Account,Category,Subcategory,Note,INR,Income/Expense,Note_dup,Amount,Currency,Account_dup,Logging Date
12/17/2025 02:17,93,Wallet,Bills,Phone,Weekly stock-up,2302.59,Expense,,2302.59,INR,Wallet,2025-12-18 10:14:23
12/17/2025 02:02,86,Wallet,Education,Courses,Subscription,1728.0,Expense,,1728.00,INR,Wallet,2025-12-18 10:14:23
12/17/2025 01:53,51,Auto Debit,Bills,Rent,Utility payment,261.89,Expense,,261.89,INR,Auto Debit,2025-12-18 10:14:23
12/17/2025 00:38,12,Auto Debit,Bills,Internet,Weekend plan,1737.76,Expense,,1737.76,INR,Auto Debit,2025-12-18 10:14:22
12/17/2025 00:34,13,Wallet,Other,Gift,Gift received,3919.6,Income,,3919.60,INR,Wallet,2025-12-18 10:14:22
12/17/2025 00:24,91,Credit Card,Bills,Internet,Weekly stock-up,947.66,Expense,,947.66,INR,Credit Card,2025-12-18 10:14:23
12/17/2025 00:21,34,Auto Debit,Shopping,Clothing,Ride to office,2457.25,Expense,,2457.25,INR,Auto Debit,2025-12-18 10:14:23
12/17/2025 00:09,49,Debit Card,Health,Pharmacy,Salary credit,617.47,Income,,617.47,INR,Debit Card,2025-12-18 10:14:23
12/17/2025 00:04,34,Wallet,Bills,Electricity,Subscription,662.86,Expense,,662.86,INR,Wallet,2025-12-18 10:14:23
12/17/2025 00:02,95,Credit Card,Shopping,Clothing,Quick bite,1930.26,Expense,,1930.26,INR,Credit Card,2025-12-18 10:14:23
12/16/2025 23:08,19,Credit Card,Bills,Internet,Cashback,1330.23,Income,,1330.23,INR,Credit Card,2025-12-18 10:14:23
12/16/2025 22:55,100,Wallet,Shopping,Online,Quick bite,688.4,Expense,,688.40,INR,Wallet,2025-12-18 10:14:23
12/16/2025 22:41,22,Debit Card,Travel,Tour,Ride to office,1558.95,Expense,,1558.95,INR,Debit Card,2025-12-18 10:14:23
12/16/2025 22:37,2,UPI,Travel,Flights,Weekend plan,1114.99,Expense,,1114.99,INR,UPI,2025-12-18 10:14:22
12/16/2025 22:19,13,Auto Debit,Food,Lunch,Ride to office,1886.69,Expense,,1886.69,INR,Auto Debit,2025-12-18 10:14:22
12/16/2025 20:51,81,Wallet,Other,Misc,Subscription,1132.04,Expense,,1132.04,INR,Wallet,2025-12-18 10:14:23
12/16/2025 20:03,41,Debit Card,Entertainment,Streaming,Impulse buy,1839.09,Expense,,1839.09,INR,Debit Card,2025-12-18 10:14:23
12/16/2025 19:10,13,Auto Debit,Shopping,Online,Weekly stock-up,252.97,Expense,,252.97,INR,Auto Debit,2025-12-18 10:14:22
12/16/2025 18:55,34,UPI,Bills,Rent,Salary credit,5776.02,Income,,5776.02,INR,UPI,2025-12-18 10:14:23
12/16/2025 18:45,3,UPI,Travel,Hotels,Impulse buy,1388.3,Expense,,1388.30,INR,UPI,2025-12-18 10:14:22
12/16/2025 18:14,15,Credit Card,Entertainment,Concert,Ride to office,1630.7,Expense,,1630.70,INR,Credit Card,2025-12-18 10:14:22
12/16/2025 17:52,92,Debit Card,Bills,Electricity,Subscription,375.56,Expense,,375.56,INR,Debit Card,2025-12-18 10:14:23
12/16/2025 17:44,46,Debit Card,Education,Workshops,Quick bite,62.11,Expense,,62.11,INR,Debit Card,2025-12-18 10:14:23
12/16/2025 17:32,14,Debit Card,Health,Gym,Quick bite,1714.0,Expense,,1714.00,INR,Debit Card,2025-12-18 10:14:22
12/16/2025 17:25,22,Debit Card,Entertainment,Streaming,Impulse buy,1082.33,Expense,,1082.33,INR,Debit Card,2025-12-18 10:14:23
12/16/2025 17:18,49,Wallet,Transportation,Bus,Subscription,1355.66,Expense,,1355.66,INR,Wallet,2025-12-18 10:14:23
12/16/2025 16:33,89,Auto Debit,Bills,Rent,Salary credit,984.68,Income,,984.68,INR,Auto Debit,2025-12-18 10:14:23
12/16/2025 16:27,73,Wallet,Entertainment,Concert,Gift received,5738.22,Income,,5738.22,INR,Wallet,2025-12-18 10:14:23
12/16/2025 15:49,20,Debit Card,Transportation,Bus,Weekend plan,211.86,Expense,,211.86,INR,Debit Card,2025-12-18 10:14:23
12/16/2025 15:22,76,Wallet,Other,Gift,Quick bite,891.71,Expense,,891.71,INR,Wallet,2025-12-18 10:14:23
12/16/2025 14:41,46,Credit Card,Bills,Electricity,Utility payment,531.04,Expense,,531.04,INR,Credit Card,2025-12-18 10:14:23
12/16/2025 14:41,60,Credit Card,Other,Misc,Utility payment,1445.91,Expense,,1445.91,INR,Credit Card,2025-12-18 10:14:23
12/16/2025 12:21,58,Debit Card,Transportation,Metro,Utility payment,2308.29,Expense,,2308.29,INR,Debit Card,2025-12-18 10:14:23
12/16/2025 08:04,81,Auto Debit,Bills,Phone,Impulse buy,1133.64,Expense,,1133.64,INR,Auto Debit,2025-12-18 10:14:23
12/16/2025 07:26,65,Debit Card,Entertainment,Concert,Quick bite,901.82,Expense,,901.82,INR,Debit Card,2025-12-18 10:14:23
12/16/2025 07:11,20,Wallet,Travel,Hotels,Utility payment,205.2,Expense,,205.20,INR,Wallet,2025-12-18 10:14:23
12/16/2025 07:05,46,Credit Card,Entertainment,Movies,Weekly stock-up,1654.34,Expense,,1654.34,INR,Credit Card,2025-12-18 10:14:23
12/16/2025 06:59,93,Auto Debit,Shopping,Clothing,Cashback,1748.21,Income,,1748.21,INR,Auto Debit,2025-12-18 10:14:23
12/16/2025 06:04,53,UPI,Health,Pharmacy,Weekly stock-up,2409.83,Expense,,2409.83,INR,UPI,2025-12-18 10:14:23
12/16/2025 05:51,71,Credit Card,Food,Snacks,Weekly stock-up,1773.59,Expense,,1773.59,INR,Credit Card,2025-12-18 10:14:23
12/16/2025 04:34,20,Credit Card,Shopping,Clothing,Refund,1259.72,Income,,1259.72,INR,Credit Card,2025-12-18 10:14:23
12/16/2025 02:51,73,Wallet,Entertainment,Movies,Refund,2305.67,Income,,2305.67,INR,Wallet,2025-12-18 10:14:23
12/16/2025 02:40,21,Wallet,Health,Pharmacy,Impulse buy,1794.53,Expense,,1794.53,INR,Wallet,2025-12-18 10:14:23
12/16/2025 02:23,75,UPI,Food,Snacks,Quick bite,620.93,Expense,,620.93,INR,UPI,2025-12-18 10:14:23
12/16/2025 00:51,59,Auto Debit,Health,Consultation,Weekend plan,1021.93,Expense,,1021.93,INR,Auto Debit,2025-12-18 10:14:23
12/16/2025 00:14,5,Wallet,Bills,Rent,Utility payment,2332.7,Expense,,2332.70,INR,Wallet,2025-12-18 10:14:22
12/16/2025 00:09,17,Wallet,Entertainment,Movies,Quick bite,1298.58,Expense,,1298.58,INR,Wallet,2025-12-18 10:14:23
12/15/2025 22:51,55,Wallet,Shopping,Clothing,Weekly stock-up,225.7,Expense,,225.70,INR,Wallet,2025-12-18 10:14:23
12/15/2025 20:58,53,Auto Debit,Transportation,Bus,Impulse buy,2132.56,Expense,,2132.56,INR,Auto Debit,2025-12-18 10:14:23
12/15/2025 20:44,62,UPI,Shopping,Online,Cashback,1877.47,Income,,1877.47,INR,UPI,2025-12-18 10:14:23
12/15/2025 19:43,43,Credit Card,Education,Books,Freelance payout,2288.28,Income,,2288.28,INR,Credit Card,2025-12-18 10:14:23
12/15/2025 19:08,95,UPI,Education,Courses,Utility payment,1807.41,Expense,,1807.41,INR,UPI,2025-12-18 10:14:23
12/15/2025 18:11,2,Auto Debit,Travel,Flights,Utility payment,1106.87,Expense,,1106.87,INR,Auto Debit,2025-12-18 10:14:22
12/15/2025 15:58,20,Wallet,Other,Gift,Quick bite,203.6,Expense,,203.60,INR,Wallet,2025-12-18 10:14:23
12/15/2025 14:49,14,UPI,Education,Books,Quick bite,716.63,Expense,,716.63,INR,UPI,2025-12-18 10:14:22
12/15/2025 14:39,47,UPI,Health,Consultation,Weekly stock-up,958.73,Expense,,958.73,INR,UPI,2025-12-18 10:14:23
12/15/2025 13:57,71,UPI,Shopping,Clothing,Weekly stock-up,2288.93,Expense,,2288.93,INR,UPI,2025-12-18 10:14:23
12/15/2025 13:09,30,Credit Card,Education,Workshops,Salary credit,7802.32,Income,,7802.32,INR,Credit Card,2025-12-18 10:14:23
12/15/2025 12:27,71,Wallet,Education,Courses,Subscription,2258.58,Expense,,2258.58,INR,Wallet,2025-12-18 10:14:23
12/15/2025 12:13,73,UPI,Health,Pharmacy,Weekend plan,232.84,Expense,,232.84,INR,UPI,2025-12-18 10:14:23
12/15/2025 10:35,1,Debit Card,Entertainment,Movies,Weekly stock-up,145.62,Expense,,145.62,INR,Debit Card,2025-12-18 10:14:22
12/15/2025 09:57,21,UPI,Other,Misc,Impulse buy,2100.4,Expense,,2100.40,INR,UPI,2025-12-18 10:14:23
12/15/2025 08:58,66,UPI,Bills,Phone,Utility payment,1125.07,Expense,,1125.07,INR,UPI,2025-12-18 10:14:23
12/15/2025 08:37,97,Wallet,Health,Pharmacy,Freelance payout,4012.58,Income,,4012.58,INR,Wallet,2025-12-18 10:14:23
12/15/2025 08:26,35,Debit Card,Shopping,Clothing,Weekly stock-up,1334.67,Expense,,1334.67,INR,Debit Card,2025-12-18 10:14:23
12/15/2025 07:51,91,Wallet,Bills,Phone,Ride to office,527.2,Expense,,527.20,INR,Wallet,2025-12-18 10:14:23
12/15/2025 07:26,77,Debit Card,Transportation,Metro,Salary credit,6983.9,Income,,6983.90,INR,Debit Card,2025-12-18 10:14:23
12/15/2025 07:18,31,UPI,Bills,Internet,Impulse buy,198.96,Expense,,198.96,INR,UPI,2025-12-18 10:14:23
12/15/2025 06:54,59,Debit Card,Education,Courses,Utility payment,1421.79,Expense,,1421.79,INR,Debit Card,2025-12-18 10:14:23
12/15/2025 06:38,39,UPI,Transportation,Cab,Utility payment,1599.24,Expense,,1599.24,INR,UPI,2025-12-18 10:14:23
12/15/2025 06:14,96,Auto Debit,Travel,Tour,Refund,1275.72,Income,,1275.72,INR,Auto Debit,2025-12-18 10:14:23
12/15/2025 06:12,13,UPI,Entertainment,Concert,Salary credit,7834.01,Income,,7834.01,INR,UPI,2025-12-18 10:14:22
12/15/2025 06:11,82,Auto Debit,Travel,Flights,Weekly stock-up,1472.26,Expense,,1472.26,INR,Auto Debit,2025-12-18 10:14:23
12/15/2025 05:22,55,Credit Card,Food,Dinner,Weekly stock-up,1132.79,Expense,,1132.79,INR,Credit Card,2025-12-18 10:14:23
12/15/2025 05:08,46,Auto Debit,Other,Donation,Ride to office,1734.51,Expense,,1734.51,INR,Auto Debit,2025-12-18 10:14:23
12/15/2025 04:27,50,Wallet,Travel,Tour,Quick bite,2418.88,Expense,,2418.88,INR,Wallet,2025-12-18 10:14:23
12/15/2025 03:31,37,Auto Debit,Health,Gym,Cashback,5339.86,Income,,5339.86,INR,Auto Debit,2025-12-18 10:14:23
12/15/2025 03:10,54,Credit Card,Shopping,Essentials,Weekly stock-up,1316.47,Expense,,1316.47,INR,Credit Card,2025-12-18 10:14:23
12/15/2025 03:10,62,Wallet,Shopping,Clothing,Impulse buy,1464.61,Expense,,1464.61,INR,Wallet,2025-12-18 10:14:23
12/15/2025 02:31,27,Debit Card,Food,Breakfast,Ride to office,978.69,Expense,,978.69,INR,Debit Card,2025-12-18 10:14:23
12/15/2025 01:51,81,UPI,Bills,Rent,Ride to office,1108.6,Expense,,1108.60,INR,UPI,2025-12-18 10:14:23
12/15/2025 01:10,98,UPI,Travel,Tour,Quick bite,66.31,Expense,,66.31,INR,UPI,2025-12-18 10:14:23
12/15/2025 00:27,61,Wallet,Other,Donation,Weekly stock-up,2411.83,Expense,,2411.83,INR,Wallet,2025-12-18 10:14:23
12/15/2025 00:25,1,Credit Card,Transportation,Bus,Subscription,1809.14,Expense,,1809.14,INR,Credit Card,2025-12-18 10:14:22
12/14/2025 22:47,64,UPI,Health,Consultation,Gift received,1984.01,Income,,1984.01,INR,UPI,2025-12-18 10:14:23
12/14/2025 22:44,84,UPI,Transportation,Cab,Utility payment,219.86,Expense,,219.86,INR,UPI,2025-12-18 10:14:23
12/14/2025 22:26,7,Auto Debit,Entertainment,Streaming,Impulse buy,998.87,Expense,,998.87,INR,Auto Debit,2025-12-18 10:14:22
12/14/2025 21:53,1,UPI,Food,Lunch,Quick bite,1323.3,Expense,,1323.30,INR,UPI,2025-12-18 10:14:22
12/14/2025 20:05,5,Debit Card,Shopping,Groceries,Gift received,2956.14,Income,,2956.14,INR,Debit Card,2025-12-18 10:14:22
12/14/2025 18:10,26,Credit Card,Shopping,Online,Refund,7195.97,Income,,7195.97,INR,Credit Card,2025-12-18 10:14:23
12/14/2025 17:29,72,Auto Debit,Entertainment,Movies,Weekend plan,1725.43,Expense,,1725.43,INR,Auto Debit,2025-12-18 10:14:23
12/14/2025 17:25,82,Wallet,Shopping,Online,Salary credit,4141.66,Income,,4141.66,INR,Wallet,2025-12-18 10:14:23
12/14/2025 17:22,57,Credit Card,Travel,Hotels,Ride to office,2112.83,Expense,,2112.83,INR,Credit Card,2025-12-18 10:14:23
12/14/2025 17:04,3,Credit Card,Entertainment,Movies,Utility payment,2368.06,Expense,,2368.06,INR,Credit Card,2025-12-18 10:14:22
12/14/2025 16:57,24,Credit Card,Travel,Flights,Weekend plan,1664.82,Expense,,1664.82,INR,Credit Card,2025-12-18 10:14:23
12/14/2025 14:24,1,UPI,Bills,Phone,Utility payment,1574.83,Expense,,1574.83,INR,UPI,2025-12-18 10:14:22
12/14/2025 14:15,9,UPI,Other,Misc,Weekend plan,556.69,Expense,,556.69,INR,UPI,2025-12-18 10:14:22
12/14/2025 13:58,3,Credit Card,Shopping,Clothing,Subscription,780.84,Expense,,780.84,INR,Credit Card,2025-12-18 10:14:22
12/14/2025 12:57,3,Wallet,Transportation,Cab,Cashback,5331.03,Income,,5331.03,INR,Wallet,2025-12-18 10:14:22
12/14/2025 12:49,5,Wallet,Bills,Phone,Salary credit,3122.58,Income,,3122.58,INR,Wallet,2025-12-18 10:14:22
12/14/2025 11:14,30,UPI,Travel,Tour,Quick bite,1059.89,Expense,,1059.89,INR,UPI,2025-12-18 10:14:23
12/14/2025 10:58,17,Credit Card,Education,Courses,Subscription,1896.24,Expense,,1896.24,INR,Credit Card,2025-12-18 10:14:23
12/14/2025 10:13,34,UPI,Bills,Electricity,Ride to office,227.39,Expense,,227.39,INR,UPI,2025-12-18 10:14:23
12/14/2025 10:05,46,UPI,Travel,Flights,Subscription,383.39,Expense,,383.39,INR,UPI,2025-12-18 10:14:23
12/14/2025 09:58,51,UPI,Other,Gift,Utility payment,1636.15,Expense,,1636.15,INR,UPI,2025-12-18 10:14:23
12/14/2025 09:08,13,Wallet,Other,Gift,Impulse buy,1596.72,Expense,,1596.72,INR,Wallet,2025-12-18 10:14:22
12/14/2025 08:41,17,Auto Debit,Other,Misc,Utility payment,1767.76,Expense,,1767.76,INR,Auto Debit,2025-12-18 10:14:23
12/14/2025 07:50,17,Auto Debit,Travel,Tour,Subscription,1008.53,Expense,,1008.53,INR,Auto Debit,2025-12-18 10:14:23
12/14/2025 07:15,34,UPI,Shopping,Groceries,Subscription,1604.44,Expense,,1604.44,INR,UPI,2025-12-18 10:14:23
12/14/2025 07:01,51,Auto Debit,Other,Donation,Utility payment,1229.3,Expense,,1229.30,INR,Auto Debit,2025-12-18 10:14:23
12/14/2025 06:30,22,Wallet,Bills,Electricity,Quick bite,697.66,Expense,,697.66,INR,Wallet,2025-12-18 10:14:23
12/14/2025 04:21,82,Wallet,Education,Books,Utility payment,381.14,Expense,,381.14,INR,Wallet,2025-12-18 10:14:23
12/14/2025 04:16,87,Credit Card,Bills,Internet,Weekend plan,887.54,Expense,,887.54,INR,Credit Card,2025-12-18 10:14:23
12/14/2025 04:05,17,UPI,Education,Books,Refund,4088.81,Income,,4088.81,INR,UPI,2025-12-18 10:14:23
12/14/2025 02:50,5,UPI,Shopping,Online,Weekend plan,1386.47,Expense,,1386.47,INR,UPI,2025-12-18 10:14:22
12/14/2025 02:18,46,Credit Card,Travel,Tour,Utility payment,280.4,Expense,,280.40,INR,Credit Card,2025-12-18 10:14:23
12/14/2025 01:53,89,Wallet,Shopping,Groceries,Ride to office,902.54,Expense,,902.54,INR,Wallet,2025-12-18 10:14:23
12/14/2025 01:53,91,UPI,Entertainment,Concert,Utility payment,900.72,Expense,,900.72,INR,UPI,2025-12-18 10:14:23
12/14/2025 01:35,19,UPI,Shopping,Clothing,Impulse buy,907.84,Expense,,907.84,INR,UPI,2025-12-18 10:14:23
12/14/2025 01:11,14,UPI,Travel,Hotels,Subscription,2284.72,Expense,,2284.72,INR,UPI,2025-12-18 10:14:22
12/14/2025 00:15,96,Wallet,Food,Snacks,Subscription,2307.37,Expense,,2307.37,INR,Wallet,2025-12-18 10:14:23
12/14/2025 00:10,91,Debit Card,Travel,Tour,Impulse buy,1095.03,Expense,,1095.03,INR,Debit Card,2025-12-18 10:14:23
12/13/2025 23:48,26,UPI,Health,Gym,Subscription,1754.02,Expense,,1754.02,INR,UPI,2025-12-18 10:14:23
12/13/2025 23:10,34,UPI,Education,Workshops,Utility payment,1494.13,Expense,,1494.13,INR,UPI,2025-12-18 10:14:23
12/13/2025 22:03,3,Credit Card,Transportation,Cab,Gift received,1230.42,Income,,1230.42,INR,Credit Card,2025-12-18 10:14:22
12/13/2025 21:57,24,Credit Card,Other,Gift,Ride to office,1217.39,Expense,,1217.39,INR,Credit Card,2025-12-18 10:14:23
12/13/2025 21:22,40,Credit Card,Entertainment,Movies,Salary credit,3528.42,Income,,3528.42,INR,Credit Card,2025-12-18 10:14:23
12/13/2025 20:55,14,Auto Debit,Transportation,Cab,Ride to office,2251.43,Expense,,2251.43,INR,Auto Debit,2025-12-18 10:14:22
12/13/2025 20:35,3,Credit Card,Entertainment,Movies,Subscription,873.4,Expense,,873.40,INR,Credit Card,2025-12-18 10:14:22
12/13/2025 20:20,2,Auto Debit,Travel,Tour,Utility payment,1994.62,Expense,,1994.62,INR,Auto Debit,2025-12-18 10:14:22
12/13/2025 19:24,93,Wallet,Health,Consultation,Weekend plan,2343.27,Expense,,2343.27,INR,Wallet,2025-12-18 10:14:23
12/13/2025 18:49,60,Auto Debit,Transportation,Fuel,Salary credit,4044.66,Income,,4044.66,INR,Auto Debit,2025-12-18 10:14:23
